Unnamed: 0,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Doors,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Rear_Track,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Seating_Capacity,Seats_Material,Type,Start_/_Stop_Button,Audiosystem,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Distance_to_Empty,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Gear_Indicator,Engine_Immobilizer,Seat_Back_Pockets,ABS_(Anti-lock_Braking_System),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Parking_Assistance,Key_Off_Reminder,Infotainment_Screen,Multifunction_Steering_Wheel,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,ESP_(Electronic_Stability_Program),Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,price
783,Bmw,3-Series,330I M Sport,1998,4,4.0,RWD (Rear Wheel Drive),"Front, Transverse",Injection,59.0,Petrol,Sedan,5,16.13,,8,157.0,Ventilated Disc,Ventilated Disc,Dual Link Strut,Five Arm Multi Link Suspension,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,254.47,400,5,Leather,Automatic,1,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,With Remote,480.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,With Remote,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",1,1,1,1,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,1,1,1,0,1,67060
784,Volvo,S60 Cross Country,D4,2400,5,4.0,AWD (All Wheel Drive),"Front, Transverse",Injection,67.0,Diesel,"Sedan, Crossover",4,19.6,,6,201.0,Ventilated Disc,Ventilated Disc,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1577 ,Electro_Hydraulic_Steering,All_Power_Windows,"Yes, with memory",Smart Key,187.4,420,4,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,380.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Analog,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,,0,1,1,1,1,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,1,1,61971
785,Audi,Q5,35 Tdi Premium Plus,1968,4,4.0,FWD (Front Wheel Drive),"Front, Transverse",Injection,64.0,Diesel,SUV,5,16.9,,7,170.0,Ventilated Disc,Ventilated Disc,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",1575 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,187.4,400,5,Leather,Automatic,1,DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,460.0,1,1,1,1,3rd/4th year( regardless of its mileage),1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",1,1,1,1,8,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,0,1,70296
786,Audi,Q5,35 Tdi Technology,1968,4,4.0,AWD (All Wheel Drive),"Front, Transverse",Injection,64.0,Diesel,SUV,5,15.73,,7,170.0,Ventilated Disc,Ventilated Disc,"Mac Pherson type with coil spring, stabiliser bar and double acting shock absorber","Double wishbones, two-way adjustable VPS gas-hydraulic shock absorbers, pushrod operated",1575 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,187.4,400,5,Leather,Automatic,1,DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,460.0,1,1,1,1,3rd/4th year( regardless of its mileage),1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",1,1,1,1,8,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,0,1,78696
787,Audi,Q5,45 Tfsi Premium Plus,1984,6,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,70.0,Petrol,SUV,5,12.44,,7,200.0,Ventilated Disc,Ventilated Disc,5 link independent steel spring,Trapezoidal link independent steel spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,244.61,370,5,Leather,Automatic,1,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,550.0,1,1,1,1,3rd/4th year( regardless of its mileage),1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",1,1,1,1,8,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,0,1,70296
788,Audi,Q5,45 Tfsi Technology,1984,6,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,70.0,Petrol,SUV,5,12.44,,7,200.0,Ventilated Disc,Ventilated Disc,5 link independent steel spring,Trapezoidal link independent steel spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,244.61,370,5,Leather,Automatic,1,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,550.0,1,1,1,1,3rd/4th year( regardless of its mileage),1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",1,1,1,1,8,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,0,1,78696
789,Land Rover Rover,Range Evoque,S,1999,4,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,45.0,Diesel,SUV,5,15.6,,9,210.0,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1632 ,Electro_Hydraulic_Steering,All_Power_Windows,1,Smart Key,176.55,430,5,Leather,Automatic,1,CD Player with USB & Aux-in,"3 Years/1,00,000 Kms (Whichever comes earlier)",1,Remote_Internal_Boot_lid,350.0,1,1,1,1,"12/24 months /2,00,000 Kms (Whichever comes earlier)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,1,1,76916
790,Land Rover Rover,Range Evoque,Se R-Dynamic,1999,4,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,45.0,Diesel,SUV,5,15.6,,9,210.0,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1632 ,Electro_Hydraulic_Steering,All_Power_Windows,1,Smart Key,176.55,430,5,Leather,Automatic,1,CD Player with USB & Aux-in,"3 Years/1,00,000 Kms (Whichever comes earlier)",1,Remote_Internal_Boot_lid,350.0,1,1,1,1,"12/24 months /2,00,000 Kms (Whichever comes earlier)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,1,1,83790
791,Land Rover Rover,Range Evoque,S Petrol,1997,4,4.0,AWD (All Wheel Drive),"Front, Transverse",Injection,45.0,Petrol,SUV,5,3.977853492333897,,9,210.0,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1632 ,Electro_Hydraulic_Steering,All_Power_Windows,1,Smart Key,241.65,365,5,Leather,Automatic,1,CD Player with USB & Aux-in,"3 Years/1,00,000 Kms (Whichever comes earlier)",1,Remote_Internal_Boot_lid,350.0,1,1,1,1,"12/24 months /2,00,000 Kms (Whichever comes earlier)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,1,1,76916
792,Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,1997,4,4.0,AWD (All Wheel Drive),"Front, Transverse",Injection,45.0,Petrol,SUV,5,3.977853492333897,,9,210.0,Ventilated Disc,Ventilated Disc,MacPherson Strut,Multi - link,1632 ,Electro_Hydraulic_Steering,All_Power_Windows,1,Smart Key,241.65,365,5,Leather,Automatic,1,CD Player with USB & Aux-in,"3 Years/1,00,000 Kms (Whichever comes earlier)",1,Remote_Internal_Boot_lid,350.0,1,1,1,1,"12/24 months /2,00,000 Kms (Whichever comes earlier)",1,Internal,Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,1,1,1,1,1,83790
793,Maruti Suzuki,Mercedes-Benz E-Class,E200,1991,4,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,80.0,Petrol,Sedan,4,12.0,,5,155.0,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",1597 ,Electro_Hydraulic_Steering,All_Power_Windows,"Yes, with memory",Smart Key,181.48,300,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,540.0,1,1,1,1,4th year /with (absolutely no mileage restriction),1,"Internal, With Remote",Analog,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",1,1,1,1,7,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,0,0,1,1,1,82054
794,Maruti Suzuki,Mercedes-Benz E-Class,E350 D,2987,6,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,80.0,Diesel,Sedan,4,142.0,,5,155.0,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,1597 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,264.33,620,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,3 years / Unlimited Kms,1,Internal_Boot_lid,540.0,1,1,1,1,4th year /with (absolutely no mileage restriction),1,Internal,Analog,Manual,Analog,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",1,1,1,1,7,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Semi Automatic Adjustment,1,1,1,1,0,1,1,1,101994
795,Maruti Suzuki,Mercedes-Benz E-Class,E220D,2987,6,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,80.0,Diesel,Sedan,4,142.0,,5,155.0,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,1597 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,264.33,620,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,3 years / Unlimited Kms,1,Internal_Boot_lid,540.0,1,1,1,1,4th year /with (absolutely no mileage restriction),1,Internal,Analog,Manual,Analog,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",1,1,1,1,7,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Semi Automatic Adjustment,1,1,1,1,0,1,1,1,83500
796,Maruti Suzuki,Mercedes-Benz E-Class,E 63 S Amg,5461,8,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,80.0,Petrol,Sedan,4,8.5,,7,155.0,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",1540 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,541.49,720,4,Leather,Automatic,0,CD/MP3 Player,3 years / Unlimited Kms,1,Internal_Boot_lid,540.0,1,1,0,0,4th year /with (absolutely no mileage restriction),0,Internal,Digital,Automatic,Analog,1,1,Driver_Front_sun_Visor,,1,0,1,0,1,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",1,1,1,0,6,Front & rear sensors with 360 degree view,1,No_Infotainment_Screen,1,1,Electric Adjustment,1,0,1,0,0,1,0,1,210000
797,Maruti Suzuki,Mercedes-Benz E-Class,E200 Expression,1991,4,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,80.0,Petrol,Sedan,4,12.0,,5,155.0,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",1597 ,Electro_Hydraulic_Steering,All_Power_Windows,"Yes, with memory",Smart Key,181.48,300,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,540.0,1,1,1,1,4th year /with (absolutely no mileage restriction),1,"Internal, With Remote",Analog,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",1,1,1,1,7,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,0,0,1,1,1,80500
798,Maruti Suzuki,Mercedes-Benz E-Class,E200 Exclusive,1991,4,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,80.0,Petrol,Sedan,4,12.0,,5,155.0,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",1597 ,Electro_Hydraulic_Steering,All_Power_Windows,"Yes, with memory",Smart Key,181.48,300,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,3 years / Unlimited Kms,1,Remote_Internal_Boot_lid,540.0,1,1,1,1,4th year /with (absolutely no mileage restriction),1,"Internal, With Remote",Analog,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",1,1,1,1,7,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,0,0,1,1,1,86100
799,Maruti Suzuki,Mercedes-Benz E-Class,E220D Expression,2987,6,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,80.0,Diesel,Sedan,4,142.0,,5,155.0,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,1597 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,264.33,620,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,3 years / Unlimited Kms,1,Internal_Boot_lid,540.0,1,1,1,1,4th year /with (absolutely no mileage restriction),1,Internal,Analog,Manual,Analog,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",1,1,1,1,7,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Semi Automatic Adjustment,1,1,1,1,0,1,1,1,81900
800,Maruti Suzuki,Mercedes-Benz E-Class,E220D Exclusive,2987,6,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,80.0,Diesel,Sedan,4,142.0,,5,155.0,Ventilated Disc,Ventilated Disc,"McPhersons axle with coil spring Coil springs, twin-tube gas-filled with SDD/coil springs",Multi link independent suspensions with coil spring Single-tube gas-filled with SDD,1597 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,264.33,620,5,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,3 years / Unlimited Kms,1,Internal_Boot_lid,540.0,1,1,1,1,4th year /with (absolutely no mileage restriction),1,Internal,Analog,Manual,Analog,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",1,1,1,1,7,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Semi Automatic Adjustment,1,1,1,1,0,1,1,1,87500
801,Volvo,Xc60,Inscription D5,1969,5,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,70.0,Diesel,SUV,5,18.8,,6,209.0,Ventilated Disc,Ventilated Disc,Independent suspension with gash shox,Torsion Beam gas shox,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,229.81,480,5,Leather,Automatic,1,DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,Internal_Boot_lid,495.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Digital,Manual,Analog + Digital,1,1,Driver_Front_sun_Visor,,0,1,1,1,1,"Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",1,1,1,0,8,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,0,1,1,1,1,1,83860
802,Bmw,X4,Xdrive20D M Sport X,1995,4,4.0,AWD (All Wheel Drive),"Front, Transverse",Injection,60.0,Diesel,SUV,5,16.4,,8,498.0,Ventilated Disc,Ventilated Disc,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,185.43,400,5,Leather,Automatic,1,CD/MP3 Player,2 years / Unlimited Kms,1,Internal_Boot_lid,1400.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Yes,Manual,Analog,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",1,1,1,0,6,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,0,1,1,0,1,84840
803,Bmw,X4,Xdrive30D M Sport X,2993,6,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,68.0,Diesel,SUV,5,16.4,,8,498.0,Ventilated Disc,Ventilated Disc,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,261.37,620,5,Leather,Automatic,1,CD/MP3 Player,2 years / Unlimited Kms,1,Internal_Boot_lid,1400.0,1,1,1,0,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Yes,Manual,Analog,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,1,1,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,1,1,1,0,1,92260
804,Bmw,X4,Xdrive30I M Sport X,1998,6,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,68.0,Petrol,SUV,5,13.32,,8,498.0,Ventilated Disc,Ventilated Disc,Independent Strut with stabiliser bar and coil spring,Independent multi-link Suspension with stabiliser bar and coil spring,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,244.61,350,5,Leather,Automatic,1,CD/MP3 Player,2 years / Unlimited Kms,1,Internal_Boot_lid,1400.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,Internal,Yes,Manual,Analog,1,1,Driver_Front_sun_Visor,,1,1,1,1,1,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",1,1,1,1,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment,1,1,1,1,1,1,0,1,88900
805,Jeep,Wrangler,Unlimited,1999,4,4.0,AWD (All Wheel Drive),"Front, Longitudinal",Injection,85.0,Petrol,SUV,5,8.4,,8,215.0,Ventilated Disc,Ventilated Disc,Independent Suspension with Torsion Bar And Stabilizer Bar,Independent suspension with McPherson Struts,1540 ,Electric_Power_Steering,All_Power_Windows,Power seats,Remote,264.33,400,5,Leather,Automatic,0,CD Player with USB & Aux-in,2 Years Unlimited Kilometres,1,Internal_Boot_lid,350.0,1,0,1,1,2 Years Unlimited Kilometres,1,Internal,Analog,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,0,0,1,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",1,1,1,1,6,Rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Manual Adjustment,1,0,1,1,0,0,0,1,89516
806,Maruti Suzuki,Mercedes-Benz C-Class Cabriolet,C300,1991,4,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,60.0,Petrol,Convertible,2,3.977853492333897,,9,200.0,Ventilated Disc,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,1540 ,Electric_Power_Steering,Front_Power_Windows,"Yes, with memory",Smart Key,254.47,370,4,Leather,Automatic,1,CD/MP3/DVD Player with USB & Aux-in,2 years / Unlimited Kms,1,With Remote,350.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,With Remote,Yes,Automatic,Analog,1,1,Driver_Front_sun_Visor,Not Applicable,0,1,1,1,1,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags",1,1,1,1,8,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,1,1,0,1,1,1,1,89970
807,Bmw,Z4 Roadster,Sdrive 20I,1998,4,4.0,RWD (Rear Wheel Drive),"Front, Transverse",Injection,52.0,Petrol,"Sports, Convertible",2,7.6,,8,200.0,Ventilated Disc,Ventilated Disc,Adaptive Dynamics system,Adaptive Dynamics system,1616 ,Electric_Power_Steering,All_Power_Windows,"Yes, with memory",Smart Key,194.31,320,2,Leather,Automatic,1,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,281.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,"Internal, With Remote",Digital,Automatic,Digital,1,1,Driver_Front_sun_Visor,Not Applicable,1,1,1,0,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,4,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,0,1,1,1,0,1,1,90860
808,Bmw,Z4 Roadster,M 40I,2998,6,4.0,RWD (Rear Wheel Drive),"Front, Longitudinal",Injection,52.0,Petrol,"Sports, Convertible",2,7.6,,8,200.0,Solid Disc,Ventilated Disc,Adaptive M Suspension,Adaptive M Suspension,1616 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,335.35,500,2,Leather,Automatic,1,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,281.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,"With Remote, Internal",Digital,Automatic,Digital,1,1,Driver_Front_sun_Visor,,1,1,1,0,1,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",1,1,1,0,4,Front and rear sensors with camera,1,Touch Sensitive_Parking_Assistance,1,1,Electric Adjustment with Memory,1,0,1,1,1,1,1,1,110460
809,Maruti Suzuki,Mercedes-Benz V-Class,Expression Elwb,2143,4,4.0,RWD (Rear Wheel Drive),"Front, Transverse",Injection,93.0,Diesel,MUV,5,3.977853492333897,,7,200.0,Ventilated Disc,Ventilated Disc,adaptive air suspesion,adaptive air suspesion,1540 ,Electric_Power_Steering,All_Power_Windows,1,Smart Key,160.77,380,7,Leather,Automatic,1,CD Player with USB & Aux-in,2 years / Unlimited Kms,1,Remote_Internal_Boot_lid,350.0,1,1,1,1,"3rd/4th year/up to 80,000 Kms (whichever comes first)",1,"Internal, Manual",Digital,Automatic,Analog + Digital,1,1,Driver_Front_sun_Visor,Yes,0,1,1,1,1,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",1,1,1,1,6,Front & rear sensors with 360 degree view,1,Touch Sensitive_Parking_Assistance,1,1,Manual Adjustment,1,1,1,1,1,1,1,1,95760
